CountryName,CountryCode,Year,"Charges for the use of intellectual property, payments (BoP, current US$)","Charges for the use of intellectual property, receipts (BoP, current US$)",High-technology exports (% of manufactured exports),Hightechexports,Patentnonresidents,Patentresidents,Rdexpenditure,Researchers in R&D (per million people),Scientific and technical journal articles,Technicians in R&D (per million people),"Trademark applications, direct nonresident","Trademark applications, direct resident","Trademark applications, total"
Mauritius,MUS,2012,15522665.59,1350305.962,0.926069514,10600841,14,4,0.17755,181.11234,108.4,54.15887,997,839,1836
New Caledonia,NCL,2010,2146741.038,1010817.366,0.849328092,6153149,0,0,0,0,0,0,0,0,0
New Zealand,NZL,1990,0,0,4.429282379,92511969,3869,802,0,0,0,0,6544,3528,10072
Other small states,OSS,1985,2520910.291,183374.4538,0,0,0,0,0,0,0,0,0,0,0
Peru,PER,2003,74298000,531000,2.638674463,39454385,892,32,0.10831,0,204,0,5661,8227,13888
Peru,PER,1978,0,0,0,0,333,113,0,0,0,0,4616,1495,6111
Post-demographic dividend,PST,1980,5958910700,10078010001,0,0,226976,328686,0,0,0,0,94126,303411,413072
Russian Federation,RUS,2008,4480510000,406370000,6.474851,5071296687,14137,27712,1.04376,3152.62038,31854.4,487.30756,25608,30024,55632
Rwanda,RWA,1986,0,0,0,0,1,0,0,0,0,0,0,0,0
Saudi Arabia,SAU,1995,0,0,0.197337117,9656596,718,28,0,0,0,0,0,0,0
Saudi Arabia,SAU,2010,0,0,0.728042871,198510916,643,288,0.88434,0,3621.3,0,0,0,0
Syrian Arab Republic,SYR,1984,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,THA,1966,0,0,0,0,0,0,0,0,0,0,1703,1200,2903
Tonga,TON,1972,0,0,0,0,0,0,0,0,0,0,0,0,0
South Asia (IDA & IBRD),TSA,1990,72465533.69,2923398.81,2.775401455,0,3356,1225,0,0,0,0,4443,24038,28481
Sub-Saharan Africa (IDA & IBRD countries),TSS,1989,163315328.5,43560724.69,0,0,0,0,0,0,0,0,0,0,0
Tunisia,TUN,2015,20952016.82,21767667.11,6.327421481,681454561,409,180,0.63168,1787.25761,5025.9,63.09118,3127,2320,5447
Upper middle income,UMC,1975,347412423.5,151305088.2,0,0,0,0,0,0,0,0,0,0,0
Uruguay,URY,2004,4314747.742,33788,2.9225519,27116982,514,37,0,0,306.3,0,8502,4406,12908
United States,USA,1970,220000000,2330000000,0,0,30832,72343,0,0,0,0,3053,30273,33326
St. Vincent and the Grenadines,VCT,2008,2953840.37,0,0.007072873,403,0,0,0,0,0,0,0,0,0
Late-demographic dividend,LTE,1969,7000000,8000000,0,0,0,0,0,0,0,0,0,0,0
Maldives,MDV,1990,0,1600000,0,0,0,0,0,0,0,0,0,0,0
Maldives,MDV,1996,0,1187510.193,0,0,0,0,0,0,0,0,0,0,0
Belgium,BEL,2010,1905569305,2480815508,10.47916271,31948749412,140,620,2.05137,3735.82335,15409.4,1317.53568,4821,20850,25671
"Bahamas, The",BHS,2005,16087000,0,0.000416075,666,0,0,0,0,7.4,0,0,0,0
Barbados,BRB,1971,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,1972,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,CAF,1999,0,0,0.157223779,105276,0,0,0,0,0,0,0,0,0
Central Europe and the Baltics,CEB,2007,4790951987,1180186424,9.570156483,44309329967,1003,5994,0.75840984,1676.988353,57474.8,462.2728739,50895,55608,106503
Switzerland,CHE,1988,0,0,16.05885347,7479784332,1556,3236,0,0,0,0,12064,3867,15931
Cabo Verde,CPV,1994,59713.64316,94027.61807,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,2004,51358969,0,35.7148192,1309056581,0,0,0.37473,109.62401,219.1,0,5006,4444,9450
Caribbean small states,CSS,1994,31576303.55,5450000,0,30906835,0,0,0,0,0,0,0,0,0
Cyprus,CYP,2000,20725917.49,16066602.71,1.673148136,3381252,0,0,0.2225,434.37809,0,279.55025,0,0,3799
Cyprus,CYP,1965,0,0,0,0,34,0,0,0,0,0,519,108,627
Dominican Republic,DOM,1990,0,0,0,0,0,0,0,0,0,0,0,0,2240
Dominican Republic,DOM,1999,29800000,0,0,0,0,0,0,0,0,0,0,0,8688
East Asia & Pacific,EAS,2017,92074042358,63709372470,0,0,0,0,0,0,0,0,0,0,0
Europe & Central Asia (excluding high income),ECA,2014,11127288606,1073079356,10.15596666,23265480606,19905,36068,0.898612341,1890.299167,108852.4,342.7155859,110171,172341,282512
Euro area,EMU,1960,0,0,0,0,0,0,0,0,0,0,15625,64812,88768
Estonia,EST,1999,5626623.121,1735788.989,13.49890414,274954185,604,13,0.68063,2138.44928,0,534.25615,3842,707,4549
Estonia,EST,2002,14113255.15,4915363.961,11.86431239,372999352,700,19,0.71649,2212.28218,0,378.95909,4592,1017,5609
European Union,EUU,1986,6417134423,3562133688,0,0,61831,92162,0,0,0,0,110044,159604,290459
High income,HIC,1976,3294379017,5951934031,0,0,282241,306184,0,0,0,0,86665,303677,385989
Heavily indebted poor countries (HIPC),HPC,1973,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,HRV,2001,62432078.24,106686573.5,10.25480125,350261678,599,362,0.91772,1509.82498,0,380.17828,5575,992,6567
Hungary,HUN,1994,74863051.92,31485094.63,5.178781477,348125000,1328,1162,0,0,0,0,8022,2205,10227
India,IND,1985,25143719.35,165407.7301,0,0,2493,982,0,0,0,0,1725,14189,15914
"Iran, Islamic Rep.",IRN,1982,0,0,0,0,273,202,0,0,0,0,386,2290,2676
Kenya,KEN,1976,0,0,0,0,93,0,0,0,0,0,682,339,1021
Kenya,KEN,1984,0,0,0,0,122,0,0,0,0,0,522,452,974
Lao PDR,LAO,1988,0,0,0,0,0,0,0,0,0,0,0,0,0
Low income,LIC,1993,13714740.66,3208732.557,0,0,0,0,0,0,0,0,0,0,0
Lower middle income,LMC,1967,0,0,0,0,0,0,0,0,0,0,7355,9508,17631
Low & middle income,LMY,1960,5599997.762,0,0,0,0,0,0,0,0,0,0,0,0
"Macao SAR, China",MAC,1991,0,0,1.785477494,28881419,0,0,0,0,0,0,680,14,694
Moldova,MDA,2007,7220000,6200000,5.121666263,13904627,14,333,0.54558,627.83717,147,101.00621,4583,1532,6115
Middle East & North Africa,MEA,1985,39212745.03,39457146.83,0,0,4191,1486,0,0,0,0,13497,0,17876
Middle income,MIC,1983,513695688.7,84440717.5,0,0,0,0,0,0,0,0,45869,107480,153349
Mauritania,MRT,2015,0,0,0,0,0,0,0,0,13.8,0,0,0,0
Peru,PER,1990,5000000,0,0,0,219,49,0,0,0,0,2959,4286,7245
Papua New Guinea,PNG,1983,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,PRY,1977,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,SDN,1977,0,0,0,0,0,0,0,0,0,0,620,161,781
Solomon Islands,SLB,2003,9564.819882,107610.1856,0,0,0,0,0,0,4.9,0,0,0,0
Somalia,SOM,1984,0,0,0,0,7,1,0,0,0,0,63,10,73
Chad,TCD,1986,0,0,0,0,0,0,0,0,0,0,0,0,0
East Asia & Pacific (IDA & IBRD countries),TEA,2011,21709972282,1036890182,25.46590561,0,130566,418851,1.619815871,915.5407107,359771.5824,0,171884,1398828,1570712
Togo,TGO,1982,0,0,0,0,0,0,0,0,0,0,0,0,0
South Asia (IDA & IBRD),TSA,1978,13068415.52,0,0,0,2459,1261,0,0,0,0,2500,13981,16481
South Asia (IDA & IBRD),TSA,2017,6768318609,669736766.4,0,0,0,0,0,0,0,0,0,0,0
Tunisia,TUN,1970,0,0,0,0,209,3,0,0,0,0,285,35,320
United States,USA,1989,2530000000,13820000000,32.16238957,76767867475,76337,82370,0,0,0,0,17007,77394,94401
World,WLD,1965,28599989.37,2799998.881,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,1964,15399993.85,2799998.881,0,0,4430,1785,0,0,0,0,2157,2786,4943
Zambia,ZMB,2003,400000,0,0.505136646,751018,10,3,0.00847,0,46.9,0,1080,258,1338
Small states,SST,1978,14552276.01,0,0,0,0,0,0,0,0,0,0,0,0
Europe & Central Asia (IDA & IBRD countries),TEC,1981,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,1990,409000000,4000000,0,0,1955,955,0,0,0,0,14475,52578,67053
Belgium,BEL,1996,0,0,0,0,310,776,1.72916,2467.31046,0,940.98022,14539,20442,34981
Belgium,BEL,1984,0,0,0,0,1966,869,0,0,0,0,3675,7057,10732
Bolivia,BOL,2013,50427298.2,17905865.06,9.434264237,44104415,0,0,0,0,92.1,0,5637,2649,8286
Barbados,BRB,1994,12950000,350000,20.00397836,16428115,0,0,0,0,0,0,0,0,0
Switzerland,CHE,2010,8024802996,13358236535,25.33659826,42679710697,533,1622,0,0,18944,0,16678,11175,27853
"Congo, Dem. Rep.",COD,2007,1900000,53800000,0,0,0,0,0.13913,0,36,0,0,0,0
Caribbean small states,CSS,2007,139839303.9,55948101.81,2.810612695,88216607,631,0,0,0,455.143035,0,0,0,0
Germany,DEU,2016,11318635655,18151575490,16.90518986,1.90E+11,19419,48480,0,0,103121.9,0,8105,65293,73398
East Asia & Pacific (excluding high income),EAP,1975,12512715.44,0,0,0,0,0,0,0,0,0,0,0,0
Europe & Central Asia,ECS,1977,2927147312,1773388927,0,0,0,0,0,0,0,0,0,0,0
Spain,ESP,2004,0,0,7.25923021,10241789363,313,2871,1.039,2339.60558,31479.4,877.30113,10570,52722,63292
Spain,ESP,1984,184666817.2,29962194.83,0,0,8916,1784,0,0,0,0,3544,21347,24891
European Union,EUU,1979,4350288261,2533716361,0,0,124746,91488,0,0,0,0,50670,115815,180019
United Kingdom,GBR,1984,903266514.8,1047765275,0,0,13735,19093,0,0,0,0,11035,11761,22796
Guatemala,GTM,2013,103203800,15423044,4.742380868,197058734,319,4,0,0,84.2,0,0,0,0
High income,HIC,1970,675452966.7,2787587771,0,0,344432,293325,0,0,0,0,86078,302028,398819
Haiti,HTI,2009,400000,3396950.9,0,0,0,0,0,0,11.8,0,981,600,1581
IDA blend,IDB,1980,68503853.06,2789441.299,0,0,0,0,0,0,0,0,0,0,0
"Iran, Islamic Rep.",IRN,1987,0,0,0,0,165,207,0,0,0,0,253,1651,1904
Iraq,IRQ,1995,0,0,0,0,24,76,0,0,0,0,0,0,0
Iceland,ISL,1971,0,0,0,0,65,11,0,0,0,0,385,54,439
Italy,ITA,1991,1470730161,247973083.5,8.197955649,12192579390,0,0,0,0,0,0,10434,1,34154
Kenya,KEN,2014,147498189.7,59651853.1,0,0,75,132,0,0,978.2,0,1620,1,1621
Low income,LIC,1989,6451493.812,18554159.65,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,LIE,1997,0,0,0,0,0,0,0,0,0,0,4090,0,4090
Liechtenstein,LIE,2009,0,0,0,0,0,0,0,0,25.2,0,2619,7,2626
Sri Lanka,LKA,2000,0,0,3.086320735,122746599,250,71,0.14365,135.06359,0,0,2321,3317,5638
Lower middle income,LMC,1998,966352586,128078559.2,14.83016185,0,18138,10171,0,0,0,0,0,0,145324
Lower middle income,LMC,2006,3158929518,1703147386,11.85524762,43124605404,38969,11401,0,0,60948.05853,0,120084,212170,332254
Monaco,MCO,1960,0,0,0,0,0,0,0,0,0,0,58,125,183
Mexico,MEX,2016,276717752.8,6855287.937,15.28919922,46809600476,16103,1310,0,0,14529.4,0,30163,98739,128902
Norway,NOR,2004,442165107.9,241996935.6,17.43591336,2689936524,4348,1142,1.54678,4502.33492,5608.6,0,10047,2957,13004
Norway,NOR,1960,0,0,0,0,0,0,0,0,0,0,1949,1255,3204
Norway,NOR,1969,0,0,0,0,4313,876,0,0,0,0,2813,871,3684
Nepal,NPL,2007,0,0,0,0,0,0,0,0,364.8,0,520,612,1132
Nauru,NRU,2004,0,0,0,0,0,0,0,0,0.2,0,0,0,0
Philippines,PHL,1998,70000000,0,71.96562673,19044395918,3280,163,0,0,0,0,5733,3668,9401
Philippines,PHL,1972,0,0,0,0,1022,53,0,0,0,0,882,918,1800
Philippines,PHL,1973,0,0,0,0,974,106,0,0,0,0,1024,1045,2069
"Korea, Dem. People’s Rep.",PRK,1975,0,0,0,0,0,1159,0,0,0,0,0,0,0
Portugal,PRT,1974,0,0,0,0,1503,54,0,0,0,0,805,1867,2672
Romania,ROU,2011,482416189.5,249910509.1,10.18358602,4966343987,39,1424,0.49324,799.53603,10906.2,255.17531,2840,8389,11229
Sierra Leone,SLE,1984,0,0,0,0,0,0,0,0,0,0,128,32,160
Sub-Saharan Africa (excluding high income),SSA,1960,5599997.762,0,0,0,0,0,0,0,0,0,0,0,0
Sub-Saharan Africa,SSF,1982,243519485.9,31308442.46,0,0,0,0,0,0,0,0,0,0,0
Sweden,SWE,1997,957304070.8,1002911799,19.44474687,12663289520,940,4130,3.31814,4162.72251,0,0,6511,7957,14468
Sweden,SWE,2017,3553063771,7532401404,0,0,0,0,0,0,0,0,0,0,0
East Asia & Pacific (IDA & IBRD countries),TEA,2012,25202088407,1356004917,25.94803612,6.43E+11,135324,537991,1.875997718,1051.464315,359514.0814,0,182231,1584178,1828864
Europe & Central Asia (IDA & IBRD countries),TEC,2011,11010204094,1347183110,7.301429234,28189905811,19276,43206,0.837949941,1819.719122,123847.5,318.1274006,122080,197424,319504
Europe & Central Asia (IDA & IBRD countries),TEC,1984,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,TTO,1979,4875000.002,0,0,0,118,4,0,0,0,0,621,60,681
Tuvalu,TUV,2003,0,14267.97968,17.68591442,4873,0,0,0,0,0.6,0,0,0,0
Tuvalu,TUV,2004,0,22062.83864,4.249648864,4720,0,0,0,0,0.6,0,0,0,0
Uruguay,URY,2011,33571028.5,430000,6.122160102,134229147,667,20,0.34883,524.86849,598.6,0,3844,2458,6302
St. Vincent and the Grenadines,VCT,1991,170370.3704,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,2004,0,0,4.480012648,621555814,1328,103,0,0,323.4,0,6499,10641,17140
World,WLD,1978,4765226065,8241353392,0,0,0,0,0,0,0,0,0,0,0
Zambia,ZMB,1973,0,0,0,0,206,1,0,0,0,0,573,45,618
"Venezuela, RB",VEN,1990,0,0,3.938725197,73688424,1090,262,0,0,0,0,4064,17706,21770
Arab World,ARB,2017,409046265.1,40610072.91,0,0,0,0,0,0,0,0,0,0,0
Arab World,ARB,1982,15419081.44,830147.9865,0,0,0,0,0,0,0,0,0,0,0
Burundi,BDI,1999,0,0,0.331964263,392,0,0,0,0,0,0,0,0,0
Burundi,BDI,1988,7122.760782,0,0,0,0,0,0,0,0,0,0,0,0
Benin,BEN,1991,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,BLR,1996,0,0,0,0,361,698,0.99768,0,0,0,4218,1068,5286
Bolivia,BOL,1972,0,0,0,0,94,32,0,0,0,0,720,148,868
Switzerland,CHE,1991,0,0,15.54776129,8912296199,893,2949,0,0,0,0,12581,3311,15892
Cuba,CUB,2013,0,0,0,0,143,27,0.47466,0,1571.1,0,1533,494,2027
Dominica,DMA,1997,207407.4074,0,6.097494441,1492000,0,0,0,0,0,0,73,147,220
Early-demographic dividend,EAR,1993,1315125760,355675939.5,6.560929782,0,29392,8516,0,0,0,0,94918,152361,255001
Early-demographic dividend,EAR,2000,3178367906,792731363,13.70353294,72807356410,51293,9273,0.609519832,0,0,0,185867,262537,461088
"Egypt, Arab Rep.",EGY,1961,0,0,0,0,0,0,0,0,0,0,575,527,1102
Eritrea,ERI,2008,0,0,0,0,0,0,0,0,10,0,0,0,0
France,FRA,2016,13167025206,15472220533,26.66937935,1.04E+11,2012,14206,0,0,69430.8,0,7744,84037,91781
Faroe Islands,FRO,2004,4244159.265,20317.83737,0.154555741,59464,0,0,0,0,0,0,0,0,0
Croatia,HRV,2017,304992577.9,54011670.58,0,0,0,0,0,0,0,0,0,0,0
IDA only,IDX,1994,16582042.86,17318217.66,0,0,0,0,0,0,0,0,0,0,0
India,IND,1967,0,0,0,0,4065,1125,0,0,0,0,1303,5308,6611
Israel,ISR,2000,360600000,496100000,19.35172362,4978622000,5203,1599,3.93039,0,0,0,8733,2997,11730
Italy,ITA,1986,491903867.7,79837157.86,0,0,0,0,0,0,0,0,6440,0,27251
Japan,JPN,1970,0,0,0,0,30318,100513,0,0,0,0,9010,130404,139414
St. Kitts and Nevis,KNA,1994,14814.81481,0,6.193689452,378165,0,0,0,0,0,0,0,0,0
Liberia,LBR,1996,0,0,0,0,0,0,0,0,0,0,1031,0,1031
Liechtenstein,LIE,2012,0,0,0,0,0,0,0,0,34.1,0,2296,3,2299
Sri Lanka,LKA,1998,0,0,0,0,158,54,0,0,0,0,1397,2982,4379
Lesotho,LSO,2010,4868525.98,0,0.713354334,2229999,0,0,0,0,8.1,0,513,0,513
Lesotho,LSO,2005,1662736.423,0,0,0,0,0,0,0,4.7,0,810,0,810
Luxembourg,LUX,1972,0,0,0,0,2123,116,0,0,0,0,0,0,0
Malta,MLT,1987,1736655.491,0,0,0,17,5,0,0,0,0,385,156,541
Mongolia,MNG,1992,0,0,0,0,2,26,0,0,0,0,1245,90,1335
Malaysia,MYS,2006,954002498.6,26163153.07,53.8397358,63493770185,4269,531,0.61084,368.36167,3229.9,43.40864,12840,11209,24049
North America,NAC,1972,300000000,2780000000,0,0,60823,67913,0,0,0,0,2539,32431,45521
Niger,NER,1990,11018.68524,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,NLD,1970,115193370.1,99723756.83,0,0,16647,2462,0,0,0,0,2352,3703,6055
Philippines,PHL,1985,17000000,0,0,0,1489,91,0,0,0,0,1434,2179,3613
Pre-demographic dividend,PRE,1987,2959553.512,9130339.753,0,0,0,0,0,0,0,0,0,0,0
"Korea, Dem. People’s Rep.",PRK,1985,0,0,0,0,0,0,0,0,0,0,1316,7220,8536
Portugal,PRT,1997,287874080.2,26512395.97,4.058267568,817717777,101,71,0.56557,1342.79172,0,187.58006,10081,4744,14825
Solomon Islands,SLB,1993,156851.2632,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,SLV,1998,0,0,7.784553805,45484749,0,0,0.08031,0,0,0,0,0,0
Sub-Saharan Africa (excluding high income),SSA,1970,46199981.54,4199998.322,0,0,0,0,0,0,0,0,0,0,0
Small states,SST,1985,28088257.23,4701829.544,0,0,0,0,0,0,0,0,0,0,0
Sweden,SWE,1977,132087637.1,74576654,0,0,10476,4503,0,0,0,0,3567,2748,6315
Chad,TCD,2006,0,0,0,0,0,0,0,0,10.7,0,0,0,0
Tunisia,TUN,1991,1081524.409,0,1.84867112,47090367,104,26,0,0,0,0,1140,425,1565
Samoa,WSM,1994,3944.71534,153843.8983,0,0,0,0,0,0,0,0,0,0,0
Arab World,ARB,2011,422359090.7,53838247.26,1.130960405,2416003819,6324,1688,0.563807335,0,28301.16011,0,54915,29122,84037
Antigua and Barbuda,ATG,2007,806277.7778,0,0.056512531,1208,0,0,0,0,4.3,0,908,0,908
Azerbaijan,AZE,2011,18423000,23000,1.347690121,8042867,12,193,0.21084,0,645.9,0,3190,1916,5106
Belize,BLZ,1998,100000,0,0.002459754,509,0,0,0,0,0,0,0,0,0
China,CHN,2017,28660620255,4778728558,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,1997,27190000,170000,13.20314479,220195579,0,0,0.29712,0,0,0,5584,3822,9406
Caribbean small states,CSS,2012,207112528.9,63194846.14,0,0,514,0,0,0,574.9,0,8120,1938,10058
"Egypt, Arab Rep.",EGY,2013,327500000,0,0.51818645,70412348,1416,641,0.64603,543.88625,8949.2,275.26451,7489,9940,17429
Eritrea,ERI,2003,0,0,18.21367801,312450,0,0,0,0,15.2,0,0,0,0
France,FRA,2000,4416804583,3974007553,24.60331145,58765144272,3483,13870,2.07742,2897.42654,0,0,22463,89861,112324
United Kingdom,GBR,2000,7153130119,10015422927,32.35324331,71717486091,10697,22050,1.64056,2897.28334,0,0,17112,25438,42550
IDA & IBRD total,IBT,1983,1107557604,88612868.83,0,0,0,0,0,0,0,0,59906,139196,202677
IDA blend,IDB,1988,7744302.91,755872.2984,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,1993,0,0,4.538731675,882872278,2031,38,0,0,0,0,0,0,0
IDA only,IDX,1987,3236343.132,3204996.606,0,0,0,0,0,0,0,0,0,0,0
India,IND,1993,75336944.71,290980.4537,4.248778709,695836513,2511,1209,0,0,0,0,2862,24623,27485
Ireland,IRL,1989,0,0,43.58341123,6163766530,3494,736,0,0,0,0,6171,702,6873
"Iran, Islamic Rep.",IRN,1979,0,0,0,0,756,64,0,0,0,0,932,769,1701
Kazakhstan,KAZ,1993,0,0,0,0,1205,3223,0,0,0,0,5175,1454,6629
Cambodia,KHM,2008,6388500,530000,0.077055297,3200602,39,0,0,0,54.7,0,2521,578,3099
St. Kitts and Nevis,KNA,2015,2525613.864,0,0,0,0,0,0,0,15.3,0,0,0,0
"Korea, Rep.",KOR,1963,0,0,0,0,103,2455,0,0,0,0,303,992,1295
Kuwait,KWT,1972,0,0,0,0,85,2,0,0,0,0,491,30,521
Sri Lanka,LKA,2015,0,0,0.836279814,59295119,263,218,0,0,756.7,0,3432,5983,9415
Lower middle income,LMC,2008,4981832548,427473988.4,9.439604956,0,49615,12543,0,0,76798.53727,0,114051,245592,365644
Luxembourg,LUX,1966,0,0,0,0,2493,56,0,0,0,0,1055,124,1179
Morocco,MAR,2005,45408253.27,12720770.18,9.641127053,708334686,520,140,0,0,917.1,0,4823,4993,9816
Morocco,MAR,1963,0,0,0,0,338,11,0,0,0,0,276,273,549
Mauritania,MRT,2006,0,0,0,0,0,0,0,0,7.3,0,0,0,0
Malawi,MWI,1980,0,0,0,0,51,2,0,0,0,0,351,17,368
Malaysia,MYS,1986,0,0,0,0,233,29,0,0,0,0,2891,2672,5563
Nicaragua,NIC,2014,1200000,0,0.385908705,8198780,145,1,0.09006,0,37,0,0,0,0
"Korea, Dem. People’s Rep.",PRK,2004,0,0,0,0,0,0,0,0,54.8,0,1769,0,1769
Portugal,PRT,1983,37300591.38,3768948.573,0,0,1760,91,0,0,0,0,1385,2344,3729
Pacific island small states,PSS,1975,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,SAU,1996,0,0,0.749585674,39545985,810,27,0,0,0,0,0,0,0
Sudan,SDN,1988,0,0,0,0,0,0,0,0,0,0,1428,0,1428
Solomon Islands,SLB,2011,1359494.336,108162.5735,0,0,0,0,0,0,7.5,0,0,0,0
Syrian Arab Republic,SYR,2005,12000000,0,2.082085874,18470421,34,105,0,0,140.9,0,1535,0,6658
Turks and Caicos Islands,TCA,2002,0,0,3.33062505,106336,0,0,0,0,0,0,0,0,0
Timor-Leste,TLS,2010,0,0,0,0,0,0,0,0,1.1,0,0,0,0
Tunisia,TUN,1999,2529031.17,10116124.68,2.701016118,124512446,190,67,0,0,0,0,2250,872,3122
Turkey,TUR,2008,729000000,0,1.616624742,1680777551,176,2221,0.72482,750.7476,21735,108.20771,12541,60598,73139
Turkey,TUR,1967,0,0,0,0,813,107,0,0,0,0,1151,1037,2188
Monaco,MCO,1996,0,0,0,0,23,16,0,0,0,0,4039,328,4367
Poland,POL,1982,0,0,0,0,990,4482,0,0,0,0,413,221,634
Afghanistan,AFG,2008,276922,0,0,0,0,0,0,0,12.5,0,0,0,0
Australia,AUS,1975,0,0,0,0,9771,4311,0,0,0,0,3916,5130,9046
Austria,AUT,1983,0,0,0,0,2322,2345,0,0,0,0,2393,3377,5770
Burundi,BDI,2011,620741.0618,4678.554247,0.000246442,39,0,0,0.12128,0,8.5,0,0,0,0
Bangladesh,BGD,2004,5091128.134,134430.3771,0.210449868,15967424,268,48,0,0,532.1,0,1992,4365,6357
Central African Republic,CAF,2015,0,0,0,0,0,0,0,0,13.6,0,0,0,0
Chile,CHL,1980,29000000,0,0,0,685,140,0,0,0,0,6609,14900,21509
Djibouti,DJI,2011,0,0,0,0,0,0,0,0,4.2,0,0,0,0
Denmark,DNK,1988,0,0,13.45060886,2213757474,6124,1197,0,0,0,0,5792,3374,9166
Ecuador,ECU,1969,0,0,0,0,239,38,0,0,0,0,939,363,1302
Fragile and conflict affected situations,FCS,1972,0,0,0,0,0,0,0,0,0,0,0,0,0
France,FRA,1992,2072778758,1578753016,18.44271678,33338877725,3547,12539,0,0,0,0,20348,50409,70757
Heavily indebted poor countries (HIPC),HPC,1993,19824653.64,2560551.093,0,0,0,0,0,0,0,0,0,0,0
IBRD only,IBD,1983,1075997972,77959232.16,0,0,0,0,0,0,0,0,54233,134478,192286
IDA & IBRD total,IBT,1980,821034477.1,71300989.77,0,0,0,0,0,0,0,0,0,0,0
IDA total,IDA,1994,123940133.7,27917471.56,0,0,0,0,0,0,0,0,0,0,0
India,IND,1969,0,0,0,0,4158,1288,0,0,0,0,1512,6335,7847
"Iran, Islamic Rep.",IRN,2005,0,0,2.487093059,131544659,443,4051,0.64178,0,7102.8,0,3640,20440,24080
Iceland,ISL,1976,0,0,0,0,48,14,0,0,0,0,300,82,382
Israel,ISR,1982,39300000,20800000,0,0,2207,707,0,0,0,0,3190,692,3882
Italy,ITA,1973,20586403.11,6851829.339,0,0,22612,5779,0,0,0,0,3755,7666,11421
Kyrgyz Republic,KGZ,2004,2988608.196,961306.0981,9.465955461,17222279,0,0,0.19926,0,30.2,0,2316,133,2449
"Korea, Rep.",KOR,1982,166200000,5700000,0,0,4368,1556,0,0,0,0,7299,12238,19537
Lebanon,LBN,2009,942199.4,0,4.532909209,86790410,0,0,0,0,762.6,0,0,0,0
Liberia,LBR,2007,0,0,0,0,0,0,0,0,2.8,0,651,0,651
Libya,LBY,1974,0,0,0,0,86,3,0,0,0,0,415,20,435
St. Lucia,LCA,1981,0,0,0,0,10,0,0,0,0,0,150,3,153
Luxembourg,LUX,1977,0,0,0,0,2209,86,0,0,0,0,0,0,0
Monaco,MCO,1986,0,0,0,0,40,10,0,0,0,0,3237,112,3349
Moldova,MDA,2003,3020000,1400000,3.326060189,8315351,3,293,0.32405,656.08965,155.1,96.60363,2931,1565,4496
Maldives,MDV,2012,3713621.198,0,0,0,0,0,0,0,8.9,0,0,0,0
Maldives,MDV,1983,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macedonia, FYR",MKD,2013,41586769,9149301,3.634602556,117881377,4,42,0.43884,676.42505,505.6,53.40782,3323,739,4062
Mongolia,MNG,2002,0,0,0.446503057,640471,105,121,0.25183,0,0,0,3218,255,3473
Mauritius,MUS,1973,0,0,0,0,31,4,0,0,0,0,0,0,271
Niger,NER,2007,98066.46675,2086.520569,12.65010257,7998788,0,0,0,0,29.2,0,0,0,0
Netherlands,NLD,1966,0,0,0,0,15894,2595,0,0,0,0,2104,3641,5745
Peru,PER,1991,8000000,0,0,0,216,31,0,0,0,0,3044,4487,7531
Papua New Guinea,PNG,2002,0,0,17.47802531,12583204,0,0,0,0,0,0,420,40,460
Romania,ROU,1981,0,0,0,0,681,2481,0,0,0,0,143,184,327
Saudi Arabia,SAU,1989,0,0,0,0,58,12,0,0,0,0,1883,456,2339
San Marino,SMR,2011,0,0,0,0,0,0,0,0,2.3,0,1152,1,1278
San Marino,SMR,2013,0,0,0,0,155,11,0,0,7,0,1043,81,1124
Sub-Saharan Africa,SSF,1977,147994389,11185535.38,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,STP,2004,0,0,0,0,0,0,0,0,0.6,0,0,0,0
Sweden,SWE,1976,137918854.1,59859155.66,0,0,10622,4141,0,0,0,0,3276,2693,5969
Eswatini,SWZ,1980,770425.9171,0,0,0,0,0,0,0,0,0,549,3,552
Togo,TGO,1976,0,0,0,0,0,0,0,0,0,0,0,0,0
